binned_coordinates,updated_type,updated_subtype,hour,alert_count,binned_longitude,binned_latitude
"(-87.73, 41.87)",Hazard,On Road,08:00,41,-87.73,41.87
"(-87.65, 41.89)",Hazard,On Road,08:00,35,-87.65,41.89
"(-87.63, 41.81)",Hazard,On Road,08:00,27,-87.63,41.81
"(-87.6, 41.69)",Hazard,On Road,08:00,20,-87.6,41.69
"(-87.76, 41.97)",Hazard,On Road,08:00,19,-87.76,41.97
"(-87.59, 41.66)",Hazard,On Road,08:00,18,-87.59,41.66
"(-87.65, 41.88)",Hazard,On Road,08:00,17,-87.65,41.88
"(-87.64, 41.86)",Hazard,On Road,08:00,17,-87.64,41.86
"(-87.63, 41.77)",Hazard,On Road,08:00,17,-87.63,41.77
"(-87.76, 41.97)",Hazard,On Road,09:00,71,-87.76,41.97
"(-87.63, 41.81)",Hazard,On Road,09:00,38,-87.63,41.81
"(-87.74, 41.96)",Hazard,On Road,09:00,32,-87.74,41.96
"(-87.73, 41.95)",Hazard,On Road,09:00,26,-87.73,41.95
"(-87.67, 41.88)",Hazard,On Road,09:00,26,-87.67,41.88
"(-87.65, 41.89)",Hazard,On Road,09:00,25,-87.65,41.89
"(-87.64, 41.86)",Hazard,On Road,09:00,23,-87.64,41.86
"(-87.65, 41.88)",Hazard,On Road,09:00,22,-87.65,41.88
"(-87.75, 41.97)",Hazard,On Road,09:00,21,-87.75,41.97
"(-87.66, 41.9)",Hazard,On Road,09:00,21,-87.66,41.9
"(-87.6, 41.69)",Hazard,On Road,10:00,69,-87.6,41.69
"(-87.62, 41.9)",Hazard,On Road,10:00,68,-87.62,41.9
"(-87.67, 41.88)",Hazard,On Road,10:00,51,-87.67,41.88
"(-87.63, 41.84)",Hazard,On Road,10:00,42,-87.63,41.84
"(-87.65, 41.88)",Hazard,On Road,10:00,41,-87.65,41.88
"(-87.64, 41.85)",Hazard,On Road,10:00,39,-87.64,41.85
"(-87.63, 41.78)",Hazard,On Road,10:00,39,-87.63,41.78
"(-87.65, 41.89)",Hazard,On Road,10:00,37,-87.65,41.89
"(-87.62, 41.85)",Hazard,On Road,10:00,36,-87.62,41.85
"(-87.76, 41.97)",Hazard,On Road,10:00,35,-87.76,41.97
"(-87.81, 41.98)",Hazard,On Road,11:00,105,-87.81,41.98
"(-87.67, 41.88)",Hazard,On Road,11:00,100,-87.67,41.88
"(-87.63, 41.84)",Hazard,On Road,11:00,67,-87.63,41.84
"(-87.74, 41.82)",Hazard,On Road,11:00,55,-87.74,41.82
"(-87.63, 41.81)",Hazard,On Road,11:00,54,-87.63,41.81
"(-87.64, 41.86)",Hazard,On Road,11:00,53,-87.64,41.86
"(-87.59, 41.71)",Hazard,On Road,11:00,52,-87.59,41.71
"(-87.79, 41.97)",Hazard,On Road,11:00,51,-87.79,41.97
"(-87.64, 41.85)",Hazard,On Road,11:00,50,-87.64,41.85
"(-87.65, 41.88)",Hazard,On Road,11:00,49,-87.65,41.88
"(-87.67, 41.88)",Hazard,On Road,12:00,95,-87.67,41.88
"(-87.63, 41.91)",Hazard,On Road,12:00,91,-87.63,41.91
"(-87.64, 41.86)",Hazard,On Road,12:00,90,-87.64,41.86
"(-87.71, 41.85)",Hazard,On Road,12:00,77,-87.71,41.85
"(-87.74, 41.82)",Hazard,On Road,12:00,75,-87.74,41.82
"(-87.64, 41.87)",Hazard,On Road,12:00,75,-87.64,41.87
"(-87.62, 41.87)",Hazard,On Road,12:00,72,-87.62,41.87
"(-87.66, 41.99)",Hazard,On Road,12:00,71,-87.66,41.99
"(-87.65, 41.88)",Hazard,On Road,12:00,69,-87.65,41.88
"(-87.72, 41.94)",Hazard,On Road,12:00,68,-87.72,41.94
"(-87.67, 41.88)",Hazard,On Road,13:00,111,-87.67,41.88
"(-87.66, 41.99)",Hazard,On Road,13:00,107,-87.66,41.99
"(-87.71, 41.94)",Hazard,On Road,13:00,98,-87.71,41.94
"(-87.7, 41.93)",Hazard,On Road,13:00,90,-87.7,41.93
"(-87.63, 41.84)",Hazard,On Road,13:00,90,-87.63,41.84
"(-87.64, 41.87)",Hazard,On Road,13:00,88,-87.64,41.87
"(-87.65, 41.89)",Hazard,On Road,13:00,87,-87.65,41.89
"(-87.63, 41.88)",Hazard,On Road,13:00,79,-87.63,41.88
"(-87.69, 41.98)",Hazard,On Road,13:00,78,-87.69,41.98
"(-87.75, 41.96)",Hazard,On Road,13:00,75,-87.75,41.96
"(-87.66, 41.99)",Hazard,On Road,14:00,123,-87.66,41.99
"(-87.67, 41.88)",Hazard,On Road,14:00,121,-87.67,41.88
"(-87.62, 41.88)",Hazard,On Road,14:00,100,-87.62,41.88
"(-87.74, 41.82)",Hazard,On Road,14:00,93,-87.74,41.82
"(-87.68, 41.88)",Hazard,On Road,14:00,92,-87.68,41.88
"(-87.64, 41.86)",Hazard,On Road,14:00,90,-87.64,41.86
"(-87.65, 41.89)",Hazard,On Road,14:00,84,-87.65,41.89
"(-87.75, 41.97)",Hazard,On Road,14:00,83,-87.75,41.97
"(-87.63, 41.81)",Hazard,On Road,14:00,81,-87.63,41.81
"(-87.63, 41.84)",Hazard,On Road,14:00,77,-87.63,41.84
"(-87.71, 41.94)",Hazard,On Road,15:00,104,-87.71,41.94
"(-87.66, 41.99)",Hazard,On Road,15:00,100,-87.66,41.99
"(-87.67, 41.88)",Hazard,On Road,15:00,90,-87.67,41.88
"(-87.65, 41.88)",Hazard,On Road,15:00,84,-87.65,41.88
"(-87.68, 41.88)",Hazard,On Road,15:00,80,-87.68,41.88
"(-87.64, 41.85)",Hazard,On Road,15:00,79,-87.64,41.85
"(-87.62, 41.89)",Hazard,On Road,15:00,79,-87.62,41.89
"(-87.63, 41.81)",Hazard,On Road,15:00,77,-87.63,41.81
"(-87.65, 41.89)",Hazard,On Road,15:00,75,-87.65,41.89
"(-87.75, 41.97)",Hazard,On Road,15:00,72,-87.75,41.97
"(-87.66, 41.99)",Hazard,On Road,16:00,92,-87.66,41.99
"(-87.64, 41.86)",Hazard,On Road,16:00,90,-87.64,41.86
"(-87.65, 41.89)",Hazard,On Road,16:00,87,-87.65,41.89
"(-87.64, 41.87)",Hazard,On Road,16:00,76,-87.64,41.87
"(-87.74, 41.82)",Hazard,On Road,16:00,75,-87.74,41.82
"(-87.65, 41.88)",Hazard,On Road,16:00,71,-87.65,41.88
"(-87.63, 41.81)",Hazard,On Road,16:00,71,-87.63,41.81
"(-87.61, 41.89)",Hazard,On Road,16:00,71,-87.61,41.89
"(-87.68, 41.88)",Hazard,On Road,16:00,70,-87.68,41.88
"(-87.62, 41.89)",Hazard,On Road,16:00,70,-87.62,41.89
"(-87.67, 41.88)",Hazard,On Road,17:00,125,-87.67,41.88
"(-87.65, 41.88)",Hazard,On Road,17:00,107,-87.65,41.88
"(-87.62, 41.88)",Hazard,On Road,17:00,101,-87.62,41.88
"(-87.64, 41.86)",Hazard,On Road,17:00,98,-87.64,41.86
"(-87.65, 41.89)",Hazard,On Road,17:00,93,-87.65,41.89
"(-87.74, 41.82)",Hazard,On Road,17:00,81,-87.74,41.82
"(-87.66, 41.99)",Hazard,On Road,17:00,77,-87.66,41.99
"(-87.63, 41.84)",Hazard,On Road,17:00,72,-87.63,41.84
"(-87.69, 41.98)",Hazard,On Road,17:00,70,-87.69,41.98
"(-87.71, 41.94)",Hazard,On Road,17:00,69,-87.71,41.94
"(-87.67, 41.88)",Hazard,On Road,18:00,124,-87.67,41.88
"(-87.66, 41.99)",Hazard,On Road,18:00,102,-87.66,41.99
"(-87.68, 41.88)",Hazard,On Road,18:00,97,-87.68,41.88
"(-87.64, 41.86)",Hazard,On Road,18:00,94,-87.64,41.86
"(-87.65, 41.88)",Hazard,On Road,18:00,91,-87.65,41.88
"(-87.64, 41.87)",Hazard,On Road,18:00,80,-87.64,41.87
"(-87.65, 41.89)",Hazard,On Road,18:00,77,-87.65,41.89
"(-87.62, 41.88)",Hazard,On Road,18:00,75,-87.62,41.88
"(-87.74, 41.82)",Hazard,On Road,18:00,70,-87.74,41.82
"(-87.66, 41.9)",Hazard,On Road,18:00,69,-87.66,41.9
"(-87.62, 41.88)",Hazard,On Road,19:00,237,-87.62,41.88
"(-87.64, 41.87)",Hazard,On Road,19:00,116,-87.64,41.87
"(-87.71, 41.94)",Hazard,On Road,19:00,109,-87.71,41.94
"(-87.65, 41.88)",Hazard,On Road,19:00,109,-87.65,41.88
"(-87.64, 41.86)",Hazard,On Road,19:00,95,-87.64,41.86
"(-87.74, 41.82)",Hazard,On Road,19:00,94,-87.74,41.82
"(-87.67, 41.88)",Hazard,On Road,19:00,87,-87.67,41.88
"(-87.66, 41.99)",Hazard,On Road,19:00,84,-87.66,41.99
"(-87.75, 41.97)",Hazard,On Road,19:00,79,-87.75,41.97
"(-87.63, 41.84)",Hazard,On Road,19:00,76,-87.63,41.84
"(-87.65, 41.88)",Hazard,On Road,20:00,127,-87.65,41.88
"(-87.64, 41.87)",Hazard,On Road,20:00,112,-87.64,41.87
"(-87.66, 41.9)",Hazard,On Road,20:00,94,-87.66,41.9
"(-87.67, 41.88)",Hazard,On Road,20:00,93,-87.67,41.88
"(-87.74, 41.82)",Hazard,On Road,20:00,91,-87.74,41.82
"(-87.66, 41.8)",Hazard,On Road,20:00,89,-87.66,41.8
"(-87.65, 41.89)",Hazard,On Road,20:00,88,-87.65,41.89
"(-87.64, 41.86)",Hazard,On Road,20:00,86,-87.64,41.86
"(-87.63, 41.84)",Hazard,On Road,20:00,84,-87.63,41.84
"(-87.75, 41.97)",Hazard,On Road,20:00,82,-87.75,41.97
"(-87.62, 41.88)",Hazard,On Road,21:00,150,-87.62,41.88
"(-87.65, 41.88)",Hazard,On Road,21:00,123,-87.65,41.88
"(-87.64, 41.86)",Hazard,On Road,21:00,106,-87.64,41.86
"(-87.67, 41.88)",Hazard,On Road,21:00,87,-87.67,41.88
"(-87.65, 41.89)",Hazard,On Road,21:00,86,-87.65,41.89
"(-87.7, 41.93)",Hazard,On Road,21:00,85,-87.7,41.93
"(-87.64, 41.87)",Hazard,On Road,21:00,84,-87.64,41.87
"(-87.62, 41.9)",Hazard,On Road,21:00,82,-87.62,41.9
"(-87.75, 41.97)",Hazard,On Road,21:00,81,-87.75,41.97
"(-87.66, 41.9)",Hazard,On Road,21:00,80,-87.66,41.9
"(-87.67, 41.88)",Hazard,On Road,22:00,107,-87.67,41.88
"(-87.64, 41.87)",Hazard,On Road,22:00,102,-87.64,41.87
"(-87.65, 41.88)",Hazard,On Road,22:00,99,-87.65,41.88
"(-87.65, 41.89)",Hazard,On Road,22:00,88,-87.65,41.89
"(-87.62, 41.88)",Hazard,On Road,22:00,88,-87.62,41.88
"(-87.62, 41.9)",Hazard,On Road,22:00,87,-87.62,41.9
"(-87.76, 41.97)",Hazard,On Road,22:00,80,-87.76,41.97
"(-87.75, 41.97)",Hazard,On Road,22:00,72,-87.75,41.97
"(-87.74, 41.82)",Hazard,On Road,22:00,71,-87.74,41.82
"(-87.64, 41.88)",Hazard,On Road,22:00,69,-87.64,41.88
"(-87.65, 41.88)",Hazard,On Road,23:00,119,-87.65,41.88
"(-87.62, 41.9)",Hazard,On Road,23:00,87,-87.62,41.9
"(-87.64, 41.86)",Hazard,On Road,23:00,84,-87.64,41.86
"(-87.67, 41.88)",Hazard,On Road,23:00,78,-87.67,41.88
"(-87.61, 41.89)",Hazard,On Road,23:00,77,-87.61,41.89
"(-87.69, 41.98)",Hazard,On Road,23:00,73,-87.69,41.98
"(-87.66, 41.9)",Hazard,On Road,23:00,72,-87.66,41.9
"(-87.67, 41.92)",Hazard,On Road,23:00,70,-87.67,41.92
"(-87.64, 41.87)",Hazard,On Road,23:00,70,-87.64,41.87
"(-87.71, 41.94)",Hazard,On Road,23:00,69,-87.71,41.94
"(-87.65, 41.89)",Hazard,On Shoulder,00:00,174,-87.65,41.89
"(-87.65, 41.88)",Hazard,On Shoulder,00:00,167,-87.65,41.88
"(-87.66, 41.9)",Hazard,On Shoulder,00:00,153,-87.66,41.9
"(-87.63, 41.8)",Hazard,On Shoulder,00:00,153,-87.63,41.8
"(-87.63, 41.84)",Hazard,On Shoulder,00:00,145,-87.63,41.84
"(-87.75, 41.97)",Hazard,On Shoulder,00:00,133,-87.75,41.97
"(-87.63, 41.82)",Hazard,On Shoulder,00:00,133,-87.63,41.82
"(-87.59, 41.66)",Hazard,On Shoulder,00:00,120,-87.59,41.66
"(-87.64, 41.87)",Hazard,On Shoulder,00:00,118,-87.64,41.87
"(-87.69, 41.93)",Hazard,On Shoulder,00:00,117,-87.69,41.93
"(-87.65, 41.89)",Hazard,On Shoulder,01:00,145,-87.65,41.89
"(-87.75, 41.97)",Hazard,On Shoulder,01:00,125,-87.75,41.97
"(-87.64, 41.87)",Hazard,On Shoulder,01:00,121,-87.64,41.87
"(-87.66, 41.9)",Hazard,On Shoulder,01:00,118,-87.66,41.9
"(-87.65, 41.88)",Hazard,On Shoulder,01:00,114,-87.65,41.88
"(-87.63, 41.84)",Hazard,On Shoulder,01:00,113,-87.63,41.84
"(-87.63, 41.82)",Hazard,On Shoulder,01:00,104,-87.63,41.82
"(-87.61, 41.71)",Hazard,On Shoulder,01:00,103,-87.61,41.71
"(-87.59, 41.66)",Hazard,On Shoulder,01:00,98,-87.59,41.66
"(-87.63, 41.8)",Hazard,On Shoulder,01:00,96,-87.63,41.8
"(-87.65, 41.89)",Hazard,On Shoulder,02:00,144,-87.65,41.89
"(-87.65, 41.88)",Hazard,On Shoulder,02:00,142,-87.65,41.88
"(-87.59, 41.66)",Hazard,On Shoulder,02:00,115,-87.59,41.66
"(-87.66, 41.9)",Hazard,On Shoulder,02:00,106,-87.66,41.9
"(-87.64, 41.87)",Hazard,On Shoulder,02:00,104,-87.64,41.87
"(-87.63, 41.84)",Hazard,On Shoulder,02:00,98,-87.63,41.84
"(-87.63, 41.82)",Hazard,On Shoulder,02:00,94,-87.63,41.82
"(-87.61, 41.71)",Hazard,On Shoulder,02:00,94,-87.61,41.71
"(-87.63, 41.79)",Hazard,On Shoulder,02:00,90,-87.63,41.79
"(-87.75, 41.97)",Hazard,On Shoulder,02:00,86,-87.75,41.97
"(-87.65, 41.89)",Hazard,On Shoulder,03:00,120,-87.65,41.89
"(-87.65, 41.88)",Hazard,On Shoulder,03:00,102,-87.65,41.88
"(-87.66, 41.9)",Hazard,On Shoulder,03:00,92,-87.66,41.9
"(-87.63, 41.84)",Hazard,On Shoulder,03:00,90,-87.63,41.84
"(-87.64, 41.87)",Hazard,On Shoulder,03:00,83,-87.64,41.87
"(-87.75, 41.97)",Hazard,On Shoulder,03:00,81,-87.75,41.97
"(-87.59, 41.66)",Hazard,On Shoulder,03:00,81,-87.59,41.66
"(-87.63, 41.79)",Hazard,On Shoulder,03:00,71,-87.63,41.79
"(-87.63, 41.83)",Hazard,On Shoulder,03:00,71,-87.63,41.83
"(-87.62, 41.73)",Hazard,On Shoulder,03:00,69,-87.62,41.73
"(-87.65, 41.89)",Hazard,On Shoulder,04:00,97,-87.65,41.89
"(-87.63, 41.84)",Hazard,On Shoulder,04:00,79,-87.63,41.84
"(-87.65, 41.88)",Hazard,On Shoulder,04:00,76,-87.65,41.88
"(-87.63, 41.85)",Hazard,On Shoulder,04:00,71,-87.63,41.85
"(-87.64, 41.87)",Hazard,On Shoulder,04:00,63,-87.64,41.87
"(-87.66, 41.9)",Hazard,On Shoulder,04:00,59,-87.66,41.9
"(-87.63, 41.81)",Hazard,On Shoulder,04:00,55,-87.63,41.81
"(-87.62, 41.72)",Hazard,On Shoulder,04:00,55,-87.62,41.72
"(-87.73, 41.82)",Hazard,On Shoulder,04:00,54,-87.73,41.82
"(-87.66, 41.88)",Hazard,On Shoulder,04:00,54,-87.66,41.88
"(-87.63, 41.82)",Hazard,On Shoulder,05:00,52,-87.63,41.82
"(-87.65, 41.89)",Hazard,On Shoulder,05:00,51,-87.65,41.89
"(-87.65, 41.88)",Hazard,On Shoulder,05:00,48,-87.65,41.88
"(-87.66, 41.9)",Hazard,On Shoulder,05:00,47,-87.66,41.9
"(-87.64, 41.87)",Hazard,On Shoulder,05:00,47,-87.64,41.87
"(-87.6, 41.67)",Hazard,On Shoulder,05:00,47,-87.6,41.67
"(-87.63, 41.81)",Hazard,On Shoulder,05:00,46,-87.63,41.81
"(-87.63, 41.84)",Hazard,On Shoulder,05:00,45,-87.63,41.84
"(-87.61, 41.71)",Hazard,On Shoulder,05:00,38,-87.61,41.71
"(-87.63, 41.85)",Hazard,On Shoulder,05:00,37,-87.63,41.85
"(-87.65, 41.88)",Hazard,On Shoulder,06:00,47,-87.65,41.88
"(-87.63, 41.82)",Hazard,On Shoulder,06:00,42,-87.63,41.82
"(-87.66, 41.9)",Hazard,On Shoulder,06:00,36,-87.66,41.9
"(-87.65, 41.89)",Hazard,On Shoulder,06:00,36,-87.65,41.89
"(-87.63, 41.84)",Hazard,On Shoulder,06:00,33,-87.63,41.84
"(-87.63, 41.8)",Hazard,On Shoulder,06:00,31,-87.63,41.8
"(-87.61, 41.71)",Hazard,On Shoulder,06:00,31,-87.61,41.71
"(-87.6, 41.68)",Hazard,On Shoulder,06:00,31,-87.6,41.68
"(-87.64, 41.87)",Hazard,On Shoulder,06:00,30,-87.64,41.87
"(-87.63, 41.76)",Hazard,On Shoulder,06:00,30,-87.63,41.76
"(-87.6, 41.68)",Hazard,On Shoulder,07:00,37,-87.6,41.68
"(-87.63, 41.82)",Hazard,On Shoulder,07:00,36,-87.63,41.82
"(-87.61, 41.71)",Hazard,On Shoulder,07:00,35,-87.61,41.71
"(-87.64, 41.85)",Hazard,On Shoulder,07:00,30,-87.64,41.85
"(-87.59, 41.66)",Hazard,On Shoulder,07:00,30,-87.59,41.66
"(-87.64, 41.87)",Hazard,On Shoulder,07:00,28,-87.64,41.87
"(-87.63, 41.84)",Hazard,On Shoulder,07:00,28,-87.63,41.84
"(-87.63, 41.81)",Hazard,On Shoulder,07:00,27,-87.63,41.81
"(-87.63, 41.83)",Hazard,On Shoulder,07:00,27,-87.63,41.83
"(-87.66, 41.9)",Hazard,On Shoulder,07:00,26,-87.66,41.9
"(-87.61, 41.71)",Hazard,On Shoulder,08:00,43,-87.61,41.71
"(-87.63, 41.79)",Hazard,On Shoulder,08:00,31,-87.63,41.79
"(-87.63, 41.82)",Hazard,On Shoulder,08:00,29,-87.63,41.82
"(-87.63, 41.8)",Hazard,On Shoulder,08:00,28,-87.63,41.8
"(-87.62, 41.72)",Hazard,On Shoulder,08:00,28,-87.62,41.72
"(-87.75, 41.97)",Hazard,On Shoulder,08:00,26,-87.75,41.97
"(-87.74, 41.82)",Hazard,On Shoulder,08:00,26,-87.74,41.82
"(-87.64, 41.87)",Hazard,On Shoulder,08:00,25,-87.64,41.87
"(-87.67, 41.88)",Hazard,On Shoulder,08:00,24,-87.67,41.88
"(-87.65, 41.89)",Hazard,On Shoulder,08:00,24,-87.65,41.89
"(-87.63, 41.82)",Hazard,On Shoulder,09:00,46,-87.63,41.82
"(-87.59, 41.66)",Hazard,On Shoulder,09:00,42,-87.59,41.66
"(-87.63, 41.84)",Hazard,On Shoulder,09:00,38,-87.63,41.84
"(-87.63, 41.83)",Hazard,On Shoulder,09:00,37,-87.63,41.83
"(-87.61, 41.71)",Hazard,On Shoulder,09:00,36,-87.61,41.71
"(-87.75, 41.97)",Hazard,On Shoulder,09:00,35,-87.75,41.97
"(-87.6, 41.68)",Hazard,On Shoulder,09:00,33,-87.6,41.68
"(-87.6, 41.67)",Hazard,On Shoulder,09:00,32,-87.6,41.67
"(-87.66, 41.9)",Hazard,On Shoulder,09:00,31,-87.66,41.9
"(-87.63, 41.78)",Hazard,On Shoulder,09:00,31,-87.63,41.78
"(-87.61, 41.71)",Hazard,On Shoulder,10:00,95,-87.61,41.71
"(-87.59, 41.66)",Hazard,On Shoulder,10:00,83,-87.59,41.66
"(-87.63, 41.82)",Hazard,On Shoulder,10:00,79,-87.63,41.82
"(-87.73, 41.82)",Hazard,On Shoulder,10:00,69,-87.73,41.82
"(-87.63, 41.8)",Hazard,On Shoulder,10:00,68,-87.63,41.8
"(-87.63, 41.81)",Hazard,On Shoulder,10:00,67,-87.63,41.81
"(-87.75, 41.97)",Hazard,On Shoulder,10:00,65,-87.75,41.97
"(-87.62, 41.72)",Hazard,On Shoulder,10:00,64,-87.62,41.72
"(-87.63, 41.83)",Hazard,On Shoulder,10:00,63,-87.63,41.83
"(-87.63, 41.84)",Hazard,On Shoulder,10:00,62,-87.63,41.84
"(-87.63, 41.84)",Hazard,On Shoulder,11:00,118,-87.63,41.84
"(-87.63, 41.82)",Hazard,On Shoulder,11:00,111,-87.63,41.82
"(-87.59, 41.66)",Hazard,On Shoulder,11:00,111,-87.59,41.66
"(-87.63, 41.83)",Hazard,On Shoulder,11:00,107,-87.63,41.83
"(-87.63, 41.81)",Hazard,On Shoulder,11:00,104,-87.63,41.81
"(-87.63, 41.8)",Hazard,On Shoulder,11:00,103,-87.63,41.8
"(-87.6, 41.68)",Hazard,On Shoulder,11:00,102,-87.6,41.68
"(-87.62, 41.73)",Hazard,On Shoulder,11:00,99,-87.62,41.73
"(-87.73, 41.82)",Hazard,On Shoulder,11:00,91,-87.73,41.82
"(-87.61, 41.71)",Hazard,On Shoulder,11:00,88,-87.61,41.71
"(-87.63, 41.84)",Hazard,On Shoulder,12:00,158,-87.63,41.84
"(-87.63, 41.83)",Hazard,On Shoulder,12:00,157,-87.63,41.83
"(-87.63, 41.82)",Hazard,On Shoulder,12:00,147,-87.63,41.82
"(-87.75, 41.97)",Hazard,On Shoulder,12:00,138,-87.75,41.97
"(-87.63, 41.79)",Hazard,On Shoulder,12:00,137,-87.63,41.79
"(-87.63, 41.81)",Hazard,On Shoulder,12:00,137,-87.63,41.81
"(-87.73, 41.82)",Hazard,On Shoulder,12:00,132,-87.73,41.82
"(-87.63, 41.85)",Hazard,On Shoulder,12:00,128,-87.63,41.85
"(-87.63, 41.8)",Hazard,On Shoulder,12:00,126,-87.63,41.8
"(-87.74, 41.96)",Hazard,On Shoulder,12:00,121,-87.74,41.96
"(-87.63, 41.82)",Hazard,On Shoulder,13:00,218,-87.63,41.82
"(-87.63, 41.84)",Hazard,On Shoulder,13:00,201,-87.63,41.84
"(-87.63, 41.83)",Hazard,On Shoulder,13:00,171,-87.63,41.83
"(-87.63, 41.85)",Hazard,On Shoulder,13:00,168,-87.63,41.85
"(-87.63, 41.81)",Hazard,On Shoulder,13:00,164,-87.63,41.81
"(-87.73, 41.87)",Hazard,On Shoulder,13:00,152,-87.73,41.87
"(-87.63, 41.8)",Hazard,On Shoulder,13:00,151,-87.63,41.8
"(-87.63, 41.79)",Hazard,On Shoulder,13:00,148,-87.63,41.79
"(-87.74, 41.96)",Hazard,On Shoulder,13:00,143,-87.74,41.96
"(-87.75, 41.97)",Hazard,On Shoulder,13:00,135,-87.75,41.97
"(-87.63, 41.84)",Hazard,On Shoulder,14:00,221,-87.63,41.84
"(-87.63, 41.82)",Hazard,On Shoulder,14:00,212,-87.63,41.82
"(-87.63, 41.83)",Hazard,On Shoulder,14:00,181,-87.63,41.83
"(-87.73, 41.87)",Hazard,On Shoulder,14:00,179,-87.73,41.87
"(-87.63, 41.8)",Hazard,On Shoulder,14:00,175,-87.63,41.8
"(-87.63, 41.85)",Hazard,On Shoulder,14:00,166,-87.63,41.85
"(-87.63, 41.81)",Hazard,On Shoulder,14:00,165,-87.63,41.81
"(-87.63, 41.79)",Hazard,On Shoulder,14:00,158,-87.63,41.79
"(-87.75, 41.97)",Hazard,On Shoulder,14:00,157,-87.75,41.97
"(-87.75, 41.87)",Hazard,On Shoulder,14:00,150,-87.75,41.87
"(-87.63, 41.84)",Hazard,On Shoulder,15:00,259,-87.63,41.84
"(-87.63, 41.82)",Hazard,On Shoulder,15:00,203,-87.63,41.82
"(-87.75, 41.87)",Hazard,On Shoulder,15:00,176,-87.75,41.87
"(-87.63, 41.8)",Hazard,On Shoulder,15:00,168,-87.63,41.8
"(-87.63, 41.83)",Hazard,On Shoulder,15:00,162,-87.63,41.83
"(-87.63, 41.85)",Hazard,On Shoulder,15:00,161,-87.63,41.85
"(-87.73, 41.87)",Hazard,On Shoulder,15:00,160,-87.73,41.87
"(-87.63, 41.81)",Hazard,On Shoulder,15:00,155,-87.63,41.81
"(-87.75, 41.97)",Hazard,On Shoulder,15:00,148,-87.75,41.97
"(-87.71, 41.87)",Hazard,On Shoulder,15:00,148,-87.71,41.87
"(-87.63, 41.84)",Hazard,On Shoulder,16:00,187,-87.63,41.84
"(-87.73, 41.87)",Hazard,On Shoulder,16:00,159,-87.73,41.87
"(-87.66, 41.9)",Hazard,On Shoulder,16:00,155,-87.66,41.9
"(-87.63, 41.8)",Hazard,On Shoulder,16:00,152,-87.63,41.8
"(-87.72, 41.87)",Hazard,On Shoulder,16:00,151,-87.72,41.87
"(-87.63, 41.82)",Hazard,On Shoulder,16:00,151,-87.63,41.82
"(-87.65, 41.89)",Hazard,On Shoulder,16:00,143,-87.65,41.89
"(-87.63, 41.81)",Hazard,On Shoulder,16:00,143,-87.63,41.81
"(-87.75, 41.97)",Hazard,On Shoulder,16:00,140,-87.75,41.97
"(-87.63, 41.79)",Hazard,On Shoulder,16:00,139,-87.63,41.79
"(-87.63, 41.84)",Hazard,On Shoulder,17:00,215,-87.63,41.84
"(-87.65, 41.89)",Hazard,On Shoulder,17:00,191,-87.65,41.89
"(-87.63, 41.79)",Hazard,On Shoulder,17:00,169,-87.63,41.79
"(-87.73, 41.82)",Hazard,On Shoulder,17:00,166,-87.73,41.82
"(-87.73, 41.87)",Hazard,On Shoulder,17:00,166,-87.73,41.87
"(-87.63, 41.83)",Hazard,On Shoulder,17:00,160,-87.63,41.83
"(-87.75, 41.87)",Hazard,On Shoulder,17:00,156,-87.75,41.87
"(-87.75, 41.97)",Hazard,On Shoulder,17:00,156,-87.75,41.97
"(-87.63, 41.82)",Hazard,On Shoulder,17:00,155,-87.63,41.82
"(-87.63, 41.8)",Hazard,On Shoulder,17:00,154,-87.63,41.8
"(-87.63, 41.84)",Hazard,On Shoulder,18:00,219,-87.63,41.84
"(-87.63, 41.8)",Hazard,On Shoulder,18:00,201,-87.63,41.8
"(-87.63, 41.82)",Hazard,On Shoulder,18:00,195,-87.63,41.82
"(-87.65, 41.89)",Hazard,On Shoulder,18:00,191,-87.65,41.89
"(-87.63, 41.83)",Hazard,On Shoulder,18:00,181,-87.63,41.83
"(-87.75, 41.97)",Hazard,On Shoulder,18:00,179,-87.75,41.97
"(-87.65, 41.88)",Hazard,On Shoulder,18:00,175,-87.65,41.88
"(-87.73, 41.82)",Hazard,On Shoulder,18:00,170,-87.73,41.82
"(-87.63, 41.79)",Hazard,On Shoulder,18:00,168,-87.63,41.79
"(-87.64, 41.87)",Hazard,On Shoulder,18:00,166,-87.64,41.87
"(-87.63, 41.84)",Hazard,On Shoulder,19:00,227,-87.63,41.84
"(-87.63, 41.82)",Hazard,On Shoulder,19:00,212,-87.63,41.82
"(-87.73, 41.82)",Hazard,On Shoulder,19:00,197,-87.73,41.82
"(-87.63, 41.79)",Hazard,On Shoulder,19:00,190,-87.63,41.79
"(-87.63, 41.78)",Hazard,On Shoulder,19:00,179,-87.63,41.78
"(-87.63, 41.8)",Hazard,On Shoulder,19:00,174,-87.63,41.8
"(-87.65, 41.88)",Hazard,On Shoulder,19:00,169,-87.65,41.88
"(-87.75, 41.97)",Hazard,On Shoulder,19:00,168,-87.75,41.97
"(-87.66, 41.9)",Hazard,On Shoulder,19:00,161,-87.66,41.9
"(-87.63, 41.83)",Hazard,On Shoulder,19:00,160,-87.63,41.83
"(-87.63, 41.82)",Hazard,On Shoulder,20:00,241,-87.63,41.82
