binned_coordinates,updated_type,updated_subtype,hour,alert_count,binned_longitude,binned_latitude
"(-87.67, 41.92)",Jam,Unclassified,08:00,2,-87.67,41.92
"(-87.65, 41.89)",Jam,Unclassified,08:00,2,-87.65,41.89
"(-87.64, 41.86)",Jam,Unclassified,08:00,2,-87.64,41.86
"(-87.63, 41.75)",Jam,Unclassified,08:00,2,-87.63,41.75
"(-87.91, 41.98)",Jam,Unclassified,08:00,1,-87.91,41.98
"(-87.89, 41.98)",Jam,Unclassified,08:00,1,-87.89,41.98
"(-87.89, 42.0)",Jam,Unclassified,08:00,1,-87.89,42.0
"(-87.88, 41.98)",Jam,Unclassified,08:00,1,-87.88,41.98
"(-87.65, 41.85)",Jam,Unclassified,09:00,4,-87.65,41.85
"(-87.65, 41.88)",Jam,Unclassified,09:00,4,-87.65,41.88
"(-87.63, 41.85)",Jam,Unclassified,09:00,4,-87.63,41.85
"(-87.67, 41.91)",Jam,Unclassified,09:00,3,-87.67,41.91
"(-87.63, 41.89)",Jam,Unclassified,09:00,3,-87.63,41.89
"(-87.59, 41.7)",Jam,Unclassified,09:00,3,-87.59,41.7
"(-87.81, 41.93)",Jam,Unclassified,09:00,2,-87.81,41.93
"(-87.81, 41.98)",Jam,Unclassified,09:00,2,-87.81,41.98
"(-87.8, 41.98)",Jam,Unclassified,09:00,2,-87.8,41.98
"(-87.74, 41.82)",Jam,Unclassified,09:00,2,-87.74,41.82
"(-87.63, 41.83)",Jam,Unclassified,10:00,31,-87.63,41.83
"(-87.79, 41.98)",Jam,Unclassified,10:00,24,-87.79,41.98
"(-87.62, 41.73)",Jam,Unclassified,10:00,22,-87.62,41.73
"(-87.62, 41.74)",Jam,Unclassified,10:00,22,-87.62,41.74
"(-87.76, 41.97)",Jam,Unclassified,10:00,21,-87.76,41.97
"(-87.66, 41.84)",Jam,Unclassified,10:00,21,-87.66,41.84
"(-87.62, 41.72)",Jam,Unclassified,10:00,20,-87.62,41.72
"(-87.61, 41.71)",Jam,Unclassified,10:00,20,-87.61,41.71
"(-87.63, 41.76)",Jam,Unclassified,10:00,19,-87.63,41.76
"(-87.71, 41.94)",Jam,Unclassified,10:00,18,-87.71,41.94
"(-87.65, 41.89)",Jam,Unclassified,11:00,42,-87.65,41.89
"(-87.78, 41.98)",Jam,Unclassified,11:00,40,-87.78,41.98
"(-87.75, 41.97)",Jam,Unclassified,11:00,39,-87.75,41.97
"(-87.65, 41.88)",Jam,Unclassified,11:00,39,-87.65,41.88
"(-87.79, 41.98)",Jam,Unclassified,11:00,36,-87.79,41.98
"(-87.75, 41.98)",Jam,Unclassified,11:00,32,-87.75,41.98
"(-87.73, 41.82)",Jam,Unclassified,11:00,32,-87.73,41.82
"(-87.74, 41.82)",Jam,Unclassified,11:00,31,-87.74,41.82
"(-87.71, 41.87)",Jam,Unclassified,11:00,31,-87.71,41.87
"(-87.74, 41.96)",Jam,Unclassified,11:00,30,-87.74,41.96
"(-87.73, 41.95)",Jam,Unclassified,12:00,60,-87.73,41.95
"(-87.66, 41.99)",Jam,Unclassified,12:00,56,-87.66,41.99
"(-87.75, 41.97)",Jam,Unclassified,12:00,53,-87.75,41.97
"(-87.72, 41.95)",Jam,Unclassified,12:00,50,-87.72,41.95
"(-87.7, 41.94)",Jam,Unclassified,12:00,45,-87.7,41.94
"(-87.71, 41.94)",Jam,Unclassified,12:00,42,-87.71,41.94
"(-87.66, 41.84)",Jam,Unclassified,12:00,40,-87.66,41.84
"(-87.66, 41.9)",Jam,Unclassified,12:00,38,-87.66,41.9
"(-87.69, 41.93)",Jam,Unclassified,12:00,37,-87.69,41.93
"(-87.68, 41.92)",Jam,Unclassified,12:00,36,-87.68,41.92
"(-87.71, 41.94)",Jam,Unclassified,13:00,62,-87.71,41.94
"(-87.74, 41.96)",Jam,Unclassified,13:00,49,-87.74,41.96
"(-87.65, 41.89)",Jam,Unclassified,13:00,47,-87.65,41.89
"(-87.68, 41.92)",Jam,Unclassified,13:00,46,-87.68,41.92
"(-87.75, 41.97)",Jam,Unclassified,13:00,45,-87.75,41.97
"(-87.79, 41.98)",Jam,Unclassified,13:00,44,-87.79,41.98
"(-87.65, 41.88)",Jam,Unclassified,13:00,42,-87.65,41.88
"(-87.66, 41.9)",Jam,Unclassified,13:00,41,-87.66,41.9
"(-87.67, 41.92)",Jam,Unclassified,13:00,38,-87.67,41.92
"(-87.76, 41.97)",Jam,Unclassified,13:00,37,-87.76,41.97
"(-87.66, 41.91)",Jam,Unclassified,14:00,51,-87.66,41.91
"(-87.75, 41.98)",Jam,Unclassified,14:00,43,-87.75,41.98
"(-87.71, 41.94)",Jam,Unclassified,14:00,40,-87.71,41.94
"(-87.64, 41.85)",Jam,Unclassified,14:00,40,-87.64,41.85
"(-87.66, 41.9)",Jam,Unclassified,14:00,39,-87.66,41.9
"(-87.65, 41.89)",Jam,Unclassified,14:00,39,-87.65,41.89
"(-87.75, 41.97)",Jam,Unclassified,14:00,36,-87.75,41.97
"(-87.67, 41.92)",Jam,Unclassified,14:00,36,-87.67,41.92
"(-87.79, 41.98)",Jam,Unclassified,14:00,34,-87.79,41.98
"(-87.76, 41.97)",Jam,Unclassified,14:00,34,-87.76,41.97
"(-87.78, 41.98)",Jam,Unclassified,15:00,57,-87.78,41.98
"(-87.65, 41.89)",Jam,Unclassified,15:00,57,-87.65,41.89
"(-87.79, 41.98)",Jam,Unclassified,15:00,54,-87.79,41.98
"(-87.66, 41.9)",Jam,Unclassified,15:00,50,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,15:00,40,-87.65,41.88
"(-87.64, 41.85)",Jam,Unclassified,15:00,39,-87.64,41.85
"(-87.63, 41.84)",Jam,Unclassified,15:00,38,-87.63,41.84
"(-87.73, 41.95)",Jam,Unclassified,15:00,37,-87.73,41.95
"(-87.69, 41.93)",Jam,Unclassified,15:00,34,-87.69,41.93
"(-87.76, 41.97)",Jam,Unclassified,15:00,32,-87.76,41.97
"(-87.65, 41.89)",Jam,Unclassified,16:00,54,-87.65,41.89
"(-87.78, 41.98)",Jam,Unclassified,16:00,53,-87.78,41.98
"(-87.66, 41.91)",Jam,Unclassified,16:00,48,-87.66,41.91
"(-87.66, 41.9)",Jam,Unclassified,16:00,47,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,16:00,47,-87.65,41.88
"(-87.79, 41.98)",Jam,Unclassified,16:00,45,-87.79,41.98
"(-87.76, 41.97)",Jam,Unclassified,16:00,43,-87.76,41.97
"(-87.75, 41.98)",Jam,Unclassified,16:00,41,-87.75,41.98
"(-87.69, 41.93)",Jam,Unclassified,16:00,40,-87.69,41.93
"(-87.74, 41.82)",Jam,Unclassified,16:00,37,-87.74,41.82
"(-87.65, 41.89)",Jam,Unclassified,17:00,74,-87.65,41.89
"(-87.65, 41.88)",Jam,Unclassified,17:00,57,-87.65,41.88
"(-87.79, 41.98)",Jam,Unclassified,17:00,50,-87.79,41.98
"(-87.64, 41.85)",Jam,Unclassified,17:00,50,-87.64,41.85
"(-87.66, 41.9)",Jam,Unclassified,17:00,48,-87.66,41.9
"(-87.76, 41.97)",Jam,Unclassified,17:00,47,-87.76,41.97
"(-87.75, 41.98)",Jam,Unclassified,17:00,44,-87.75,41.98
"(-87.78, 41.98)",Jam,Unclassified,17:00,41,-87.78,41.98
"(-87.72, 41.95)",Jam,Unclassified,17:00,41,-87.72,41.95
"(-87.71, 41.94)",Jam,Unclassified,17:00,41,-87.71,41.94
"(-87.65, 41.89)",Jam,Unclassified,18:00,77,-87.65,41.89
"(-87.62, 41.87)",Jam,Unclassified,18:00,62,-87.62,41.87
"(-87.64, 41.85)",Jam,Unclassified,18:00,55,-87.64,41.85
"(-87.66, 41.9)",Jam,Unclassified,18:00,54,-87.66,41.9
"(-87.76, 41.97)",Jam,Unclassified,18:00,53,-87.76,41.97
"(-87.65, 41.88)",Jam,Unclassified,18:00,53,-87.65,41.88
"(-87.78, 41.98)",Jam,Unclassified,18:00,50,-87.78,41.98
"(-87.62, 41.88)",Jam,Unclassified,18:00,43,-87.62,41.88
"(-87.62, 41.9)",Jam,Unclassified,18:00,43,-87.62,41.9
"(-87.81, 41.98)",Jam,Unclassified,18:00,40,-87.81,41.98
"(-87.65, 41.88)",Jam,Unclassified,19:00,86,-87.65,41.88
"(-87.66, 41.9)",Jam,Unclassified,19:00,79,-87.66,41.9
"(-87.65, 41.89)",Jam,Unclassified,19:00,79,-87.65,41.89
"(-87.64, 41.85)",Jam,Unclassified,19:00,62,-87.64,41.85
"(-87.74, 41.96)",Jam,Unclassified,19:00,58,-87.74,41.96
"(-87.81, 41.98)",Jam,Unclassified,19:00,51,-87.81,41.98
"(-87.66, 41.91)",Jam,Unclassified,19:00,49,-87.66,41.91
"(-87.66, 41.99)",Jam,Unclassified,19:00,49,-87.66,41.99
"(-87.67, 41.92)",Jam,Unclassified,19:00,47,-87.67,41.92
"(-87.71, 41.94)",Jam,Unclassified,19:00,46,-87.71,41.94
"(-87.66, 41.9)",Jam,Unclassified,20:00,91,-87.66,41.9
"(-87.65, 41.89)",Jam,Unclassified,20:00,80,-87.65,41.89
"(-87.65, 41.88)",Jam,Unclassified,20:00,75,-87.65,41.88
"(-87.71, 41.94)",Jam,Unclassified,20:00,62,-87.71,41.94
"(-87.69, 41.93)",Jam,Unclassified,20:00,53,-87.69,41.93
"(-87.67, 41.92)",Jam,Unclassified,20:00,52,-87.67,41.92
"(-87.75, 41.98)",Jam,Unclassified,20:00,51,-87.75,41.98
"(-87.74, 41.96)",Jam,Unclassified,20:00,49,-87.74,41.96
"(-87.73, 41.95)",Jam,Unclassified,20:00,46,-87.73,41.95
"(-87.64, 41.86)",Jam,Unclassified,20:00,44,-87.64,41.86
"(-87.66, 41.9)",Jam,Unclassified,21:00,107,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,21:00,90,-87.65,41.88
"(-87.65, 41.89)",Jam,Unclassified,21:00,80,-87.65,41.89
"(-87.67, 41.92)",Jam,Unclassified,21:00,68,-87.67,41.92
"(-87.64, 41.89)",Jam,Unclassified,21:00,59,-87.64,41.89
"(-87.69, 41.93)",Jam,Unclassified,21:00,54,-87.69,41.93
"(-87.62, 41.88)",Jam,Unclassified,21:00,52,-87.62,41.88
"(-87.79, 41.98)",Jam,Unclassified,21:00,51,-87.79,41.98
"(-87.7, 41.93)",Jam,Unclassified,21:00,47,-87.7,41.93
"(-87.78, 41.98)",Jam,Unclassified,21:00,45,-87.78,41.98
"(-87.65, 41.88)",Jam,Unclassified,22:00,94,-87.65,41.88
"(-87.66, 41.9)",Jam,Unclassified,22:00,83,-87.66,41.9
"(-87.65, 41.89)",Jam,Unclassified,22:00,79,-87.65,41.89
"(-87.75, 41.98)",Jam,Unclassified,22:00,62,-87.75,41.98
"(-87.69, 41.93)",Jam,Unclassified,22:00,54,-87.69,41.93
"(-87.62, 41.88)",Jam,Unclassified,22:00,54,-87.62,41.88
"(-87.67, 41.92)",Jam,Unclassified,22:00,53,-87.67,41.92
"(-87.76, 41.97)",Jam,Unclassified,22:00,50,-87.76,41.97
"(-87.62, 41.9)",Jam,Unclassified,22:00,48,-87.62,41.9
"(-87.66, 41.89)",Jam,Unclassified,22:00,46,-87.66,41.89
"(-87.65, 41.89)",Jam,Unclassified,23:00,76,-87.65,41.89
"(-87.66, 41.9)",Jam,Unclassified,23:00,61,-87.66,41.9
"(-87.65, 41.88)",Jam,Unclassified,23:00,55,-87.65,41.88
"(-87.67, 41.92)",Jam,Unclassified,23:00,46,-87.67,41.92
"(-87.68, 41.92)",Jam,Unclassified,23:00,45,-87.68,41.92
"(-87.71, 41.94)",Jam,Unclassified,23:00,44,-87.71,41.94
"(-87.78, 41.98)",Jam,Unclassified,23:00,43,-87.78,41.98
"(-87.69, 41.93)",Jam,Unclassified,23:00,42,-87.69,41.93
"(-87.79, 41.98)",Jam,Unclassified,23:00,41,-87.79,41.98
"(-87.64, 41.87)",Jam,Unclassified,23:00,38,-87.64,41.87
"(-87.67, 42.0)",Road Closed,Construction,00:00,1,-87.67,42.0
"(-87.66, 41.9)",Road Closed,Construction,00:00,1,-87.66,41.9
"(-87.64, 41.83)",Road Closed,Construction,00:00,1,-87.64,41.83
"(-87.64, 41.85)",Road Closed,Construction,00:00,1,-87.64,41.85
"(-87.65, 41.94)",Road Closed,Construction,01:00,2,-87.65,41.94
"(-87.66, 41.9)",Road Closed,Construction,01:00,1,-87.66,41.9
"(-87.65, 41.97)",Road Closed,Construction,01:00,1,-87.65,41.97
"(-87.63, 41.93)",Road Closed,Construction,01:00,1,-87.63,41.93
"(-87.74, 41.96)",Road Closed,Construction,02:00,1,-87.74,41.96
"(-87.63, 41.84)",Road Closed,Construction,02:00,1,-87.63,41.84
"(-87.65, 41.88)",Road Closed,Construction,03:00,3,-87.65,41.88
"(-87.65, 41.94)",Road Closed,Construction,03:00,1,-87.65,41.94
"(-87.66, 41.86)",Road Closed,Construction,04:00,1,-87.66,41.86
"(-87.66, 41.9)",Road Closed,Construction,06:00,1,-87.66,41.9
"(-87.75, 41.96)",Road Closed,Construction,11:00,1,-87.75,41.96
"(-87.73, 41.97)",Road Closed,Construction,12:00,2,-87.73,41.97
"(-87.74, 41.97)",Road Closed,Construction,12:00,1,-87.74,41.97
"(-87.72, 41.98)",Road Closed,Construction,12:00,1,-87.72,41.98
"(-87.71, 41.94)",Road Closed,Construction,12:00,1,-87.71,41.94
"(-87.69, 41.96)",Road Closed,Construction,12:00,1,-87.69,41.96
"(-87.66, 41.9)",Road Closed,Construction,12:00,1,-87.66,41.9
"(-87.64, 41.91)",Road Closed,Construction,12:00,1,-87.64,41.91
"(-87.76, 41.95)",Road Closed,Construction,13:00,2,-87.76,41.95
"(-87.73, 41.97)",Road Closed,Construction,13:00,2,-87.73,41.97
"(-87.78, 41.96)",Road Closed,Construction,13:00,1,-87.78,41.96
"(-87.66, 41.99)",Road Closed,Construction,13:00,1,-87.66,41.99
"(-87.64, 41.87)",Road Closed,Construction,13:00,1,-87.64,41.87
"(-87.67, 41.99)",Road Closed,Construction,14:00,2,-87.67,41.99
"(-87.79, 41.94)",Road Closed,Construction,14:00,1,-87.79,41.94
"(-87.75, 41.97)",Road Closed,Construction,14:00,1,-87.75,41.97
"(-87.73, 41.95)",Road Closed,Construction,14:00,1,-87.73,41.95
"(-87.71, 41.98)",Road Closed,Construction,14:00,1,-87.71,41.98
"(-87.69, 41.89)",Road Closed,Construction,14:00,1,-87.69,41.89
"(-87.68, 41.95)",Road Closed,Construction,14:00,1,-87.68,41.95
"(-87.68, 41.99)",Road Closed,Construction,14:00,1,-87.68,41.99
"(-87.68, 42.01)",Road Closed,Construction,14:00,1,-87.68,42.01
"(-87.66, 41.85)",Road Closed,Construction,14:00,1,-87.66,41.85
"(-87.68, 41.99)",Road Closed,Construction,15:00,1,-87.68,41.99
"(-87.68, 42.01)",Road Closed,Construction,15:00,1,-87.68,42.01
"(-87.65, 41.88)",Road Closed,Construction,15:00,1,-87.65,41.88
"(-87.64, 41.86)",Road Closed,Construction,15:00,1,-87.64,41.86
"(-87.64, 41.87)",Road Closed,Construction,15:00,1,-87.64,41.87
"(-87.66, 41.94)",Road Closed,Construction,16:00,2,-87.66,41.94
"(-87.73, 41.95)",Road Closed,Construction,16:00,1,-87.73,41.95
"(-87.7, 42.0)",Road Closed,Construction,16:00,1,-87.7,42.0
"(-87.69, 41.96)",Road Closed,Construction,16:00,1,-87.69,41.96
"(-87.67, 42.01)",Road Closed,Construction,16:00,1,-87.67,42.01
"(-87.66, 41.98)",Road Closed,Construction,16:00,1,-87.66,41.98
"(-87.6, 41.68)",Road Closed,Construction,16:00,1,-87.6,41.68
"(-87.66, 41.95)",Road Closed,Construction,17:00,1,-87.66,41.95
"(-87.65, 41.86)",Road Closed,Construction,17:00,1,-87.65,41.86
"(-87.64, 41.88)",Road Closed,Construction,17:00,1,-87.64,41.88
"(-87.66, 41.89)",Road Closed,Construction,18:00,2,-87.66,41.89
"(-87.66, 41.9)",Road Closed,Construction,18:00,2,-87.66,41.9
"(-87.69, 42.01)",Road Closed,Construction,18:00,1,-87.69,42.01
"(-87.67, 42.01)",Road Closed,Construction,18:00,1,-87.67,42.01
"(-87.65, 41.88)",Road Closed,Construction,18:00,1,-87.65,41.88
"(-87.64, 41.92)",Road Closed,Construction,18:00,1,-87.64,41.92
"(-87.58, 41.74)",Road Closed,Construction,18:00,1,-87.58,41.74
"(-87.65, 41.88)",Road Closed,Construction,19:00,3,-87.65,41.88
"(-87.76, 41.95)",Road Closed,Construction,19:00,1,-87.76,41.95
"(-87.75, 41.97)",Road Closed,Construction,19:00,1,-87.75,41.97
"(-87.73, 41.9)",Road Closed,Construction,19:00,1,-87.73,41.9
"(-87.7, 41.96)",Road Closed,Construction,19:00,1,-87.7,41.96
"(-87.69, 41.96)",Road Closed,Construction,19:00,1,-87.69,41.96
"(-87.68, 41.88)",Road Closed,Construction,19:00,1,-87.68,41.88
"(-87.66, 41.92)",Road Closed,Construction,19:00,1,-87.66,41.92
"(-87.65, 41.94)",Road Closed,Construction,19:00,1,-87.65,41.94
"(-87.75, 41.96)",Road Closed,Construction,20:00,1,-87.75,41.96
"(-87.74, 41.97)",Road Closed,Construction,20:00,1,-87.74,41.97
"(-87.73, 41.97)",Road Closed,Construction,20:00,1,-87.73,41.97
"(-87.7, 42.0)",Road Closed,Construction,20:00,1,-87.7,42.0
"(-87.69, 41.96)",Road Closed,Construction,20:00,1,-87.69,41.96
"(-87.67, 41.89)",Road Closed,Construction,20:00,1,-87.67,41.89
"(-87.66, 41.9)",Road Closed,Construction,20:00,1,-87.66,41.9
"(-87.66, 41.94)",Road Closed,Construction,20:00,1,-87.66,41.94
"(-87.64, 41.87)",Road Closed,Construction,20:00,1,-87.64,41.87
"(-87.61, 41.89)",Road Closed,Construction,20:00,1,-87.61,41.89
"(-87.65, 41.88)",Road Closed,Construction,21:00,4,-87.65,41.88
"(-87.66, 41.9)",Road Closed,Construction,21:00,3,-87.66,41.9
"(-87.74, 41.97)",Road Closed,Construction,21:00,2,-87.74,41.97
"(-87.76, 41.97)",Road Closed,Construction,21:00,1,-87.76,41.97
"(-87.75, 41.97)",Road Closed,Construction,21:00,1,-87.75,41.97
"(-87.7, 41.93)",Road Closed,Construction,21:00,1,-87.7,41.93
"(-87.69, 41.89)",Road Closed,Construction,21:00,1,-87.69,41.89
"(-87.69, 41.96)",Road Closed,Construction,21:00,1,-87.69,41.96
"(-87.68, 41.77)",Road Closed,Construction,21:00,1,-87.68,41.77
"(-87.66, 41.99)",Road Closed,Construction,21:00,1,-87.66,41.99
"(-87.71, 41.91)",Road Closed,Construction,22:00,1,-87.71,41.91
"(-87.7, 41.96)",Road Closed,Construction,22:00,1,-87.7,41.96
"(-87.65, 41.88)",Road Closed,Construction,22:00,1,-87.65,41.88
"(-87.62, 41.87)",Road Closed,Construction,22:00,1,-87.62,41.87
"(-87.58, 41.67)",Road Closed,Construction,22:00,1,-87.58,41.67
"(-87.69, 41.89)",Road Closed,Construction,23:00,2,-87.69,41.89
"(-87.66, 41.9)",Road Closed,Construction,23:00,2,-87.66,41.9
"(-87.65, 41.88)",Road Closed,Construction,23:00,2,-87.65,41.88
"(-87.74, 41.95)",Road Closed,Construction,23:00,1,-87.74,41.95
"(-87.69, 42.01)",Road Closed,Construction,23:00,1,-87.69,42.01
"(-87.68, 41.77)",Road Closed,Construction,23:00,1,-87.68,41.77
"(-87.67, 41.89)",Road Closed,Construction,23:00,1,-87.67,41.89
"(-87.59, 41.81)",Road Closed,Construction,23:00,1,-87.59,41.81
"(-87.75, 41.96)",Road Closed,Event,00:00,436,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,00:00,219,-87.65,41.88
"(-87.75, 41.97)",Road Closed,Event,00:00,218,-87.75,41.97
"(-87.65, 41.89)",Road Closed,Event,00:00,218,-87.65,41.89
"(-87.6, 41.69)",Road Closed,Event,00:00,218,-87.6,41.69
"(-87.63, 41.84)",Road Closed,Event,00:00,216,-87.63,41.84
"(-87.64, 41.71)",Road Closed,Event,00:00,215,-87.64,41.71
"(-87.66, 41.99)",Road Closed,Event,00:00,12,-87.66,41.99
"(-87.64, 41.94)",Road Closed,Event,00:00,8,-87.64,41.94
"(-87.66, 41.98)",Road Closed,Event,00:00,7,-87.66,41.98
"(-87.75, 41.96)",Road Closed,Event,01:00,428,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,01:00,232,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,01:00,217,-87.65,41.89
"(-87.75, 41.97)",Road Closed,Event,01:00,214,-87.75,41.97
"(-87.64, 41.71)",Road Closed,Event,01:00,214,-87.64,41.71
"(-87.6, 41.69)",Road Closed,Event,01:00,214,-87.6,41.69
"(-87.63, 41.84)",Road Closed,Event,01:00,213,-87.63,41.84
"(-87.63, 41.89)",Road Closed,Event,01:00,32,-87.63,41.89
"(-87.62, 41.87)",Road Closed,Event,01:00,31,-87.62,41.87
"(-87.63, 41.87)",Road Closed,Event,01:00,30,-87.63,41.87
"(-87.75, 41.96)",Road Closed,Event,02:00,380,-87.75,41.96
"(-87.65, 41.89)",Road Closed,Event,02:00,201,-87.65,41.89
"(-87.75, 41.97)",Road Closed,Event,02:00,200,-87.75,41.97
"(-87.65, 41.88)",Road Closed,Event,02:00,200,-87.65,41.88
"(-87.6, 41.69)",Road Closed,Event,02:00,195,-87.6,41.69
"(-87.63, 41.84)",Road Closed,Event,02:00,192,-87.63,41.84
"(-87.64, 41.71)",Road Closed,Event,02:00,190,-87.64,41.71
"(-87.65, 41.86)",Road Closed,Event,02:00,35,-87.65,41.86
"(-87.64, 41.94)",Road Closed,Event,02:00,19,-87.64,41.94
"(-87.65, 41.97)",Road Closed,Event,02:00,17,-87.65,41.97
"(-87.75, 41.96)",Road Closed,Event,03:00,382,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,03:00,192,-87.65,41.88
"(-87.64, 41.71)",Road Closed,Event,03:00,191,-87.64,41.71
"(-87.63, 41.84)",Road Closed,Event,03:00,188,-87.63,41.84
"(-87.65, 41.89)",Road Closed,Event,03:00,186,-87.65,41.89
"(-87.6, 41.69)",Road Closed,Event,03:00,186,-87.6,41.69
"(-87.75, 41.97)",Road Closed,Event,03:00,182,-87.75,41.97
"(-87.64, 41.94)",Road Closed,Event,03:00,41,-87.64,41.94
"(-87.65, 41.95)",Road Closed,Event,03:00,29,-87.65,41.95
"(-87.64, 41.93)",Road Closed,Event,03:00,27,-87.64,41.93
"(-87.75, 41.96)",Road Closed,Event,04:00,438,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,04:00,227,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,04:00,224,-87.65,41.89
"(-87.64, 41.71)",Road Closed,Event,04:00,220,-87.64,41.71
"(-87.75, 41.97)",Road Closed,Event,04:00,219,-87.75,41.97
"(-87.63, 41.84)",Road Closed,Event,04:00,219,-87.63,41.84
"(-87.6, 41.69)",Road Closed,Event,04:00,219,-87.6,41.69
"(-87.66, 41.96)",Road Closed,Event,04:00,32,-87.66,41.96
"(-87.62, 41.87)",Road Closed,Event,04:00,11,-87.62,41.87
"(-87.64, 41.94)",Road Closed,Event,04:00,9,-87.64,41.94
"(-87.75, 41.96)",Road Closed,Event,05:00,440,-87.75,41.96
"(-87.65, 41.88)",Road Closed,Event,05:00,226,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,05:00,221,-87.65,41.89
"(-87.75, 41.97)",Road Closed,Event,05:00,220,-87.75,41.97
"(-87.64, 41.71)",Road Closed,Event,05:00,220,-87.64,41.71
"(-87.63, 41.84)",Road Closed,Event,05:00,220,-87.63,41.84
"(-87.6, 41.69)",Road Closed,Event,05:00,220,-87.6,41.69
"(-87.63, 41.88)",Road Closed,Event,05:00,21,-87.63,41.88
"(-87.64, 41.94)",Road Closed,Event,05:00,12,-87.64,41.94
"(-87.63, 41.92)",Road Closed,Event,05:00,7,-87.63,41.92
"(-87.75, 41.96)",Road Closed,Event,06:00,385,-87.75,41.96
"(-87.65, 41.89)",Road Closed,Event,06:00,206,-87.65,41.89
"(-87.75, 41.97)",Road Closed,Event,06:00,205,-87.75,41.97
"(-87.65, 41.88)",Road Closed,Event,06:00,205,-87.65,41.88
"(-87.6, 41.69)",Road Closed,Event,06:00,199,-87.6,41.69
"(-87.63, 41.84)",Road Closed,Event,06:00,198,-87.63,41.84
"(-87.64, 41.71)",Road Closed,Event,06:00,194,-87.64,41.71
"(-87.63, 41.92)",Road Closed,Event,06:00,4,-87.63,41.92
"(-87.64, 41.94)",Road Closed,Event,06:00,3,-87.64,41.94
"(-87.66, 41.9)",Road Closed,Event,06:00,2,-87.66,41.9
"(-87.75, 41.96)",Road Closed,Event,07:00,376,-87.75,41.96
"(-87.64, 41.71)",Road Closed,Event,07:00,188,-87.64,41.71
"(-87.63, 41.84)",Road Closed,Event,07:00,187,-87.63,41.84
"(-87.6, 41.69)",Road Closed,Event,07:00,185,-87.6,41.69
"(-87.75, 41.97)",Road Closed,Event,07:00,181,-87.75,41.97
"(-87.65, 41.89)",Road Closed,Event,07:00,181,-87.65,41.89
"(-87.65, 41.88)",Road Closed,Event,07:00,179,-87.65,41.88
"(-87.67, 41.89)",Road Closed,Event,07:00,18,-87.67,41.89
"(-87.67, 41.88)",Road Closed,Event,07:00,12,-87.67,41.88
"(-87.68, 41.88)",Road Closed,Event,07:00,4,-87.68,41.88
"(-87.75, 41.96)",Road Closed,Event,08:00,438,-87.75,41.96
"(-87.65, 41.89)",Road Closed,Event,08:00,220,-87.65,41.89
"(-87.75, 41.97)",Road Closed,Event,08:00,219,-87.75,41.97
"(-87.65, 41.88)",Road Closed,Event,08:00,219,-87.65,41.88
"(-87.64, 41.71)",Road Closed,Event,08:00,219,-87.64,41.71
"(-87.63, 41.84)",Road Closed,Event,08:00,219,-87.63,41.84
"(-87.6, 41.69)",Road Closed,Event,08:00,219,-87.6,41.69
"(-87.67, 41.88)",Road Closed,Event,08:00,3,-87.67,41.88
"(-87.65, 41.97)",Road Closed,Event,08:00,3,-87.65,41.97
"(-87.63, 41.92)",Road Closed,Event,08:00,2,-87.63,41.92
"(-87.75, 41.96)",Road Closed,Event,09:00,436,-87.75,41.96
"(-87.75, 41.97)",Road Closed,Event,09:00,218,-87.75,41.97
"(-87.65, 41.88)",Road Closed,Event,09:00,218,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,09:00,218,-87.65,41.89
"(-87.64, 41.71)",Road Closed,Event,09:00,218,-87.64,41.71
"(-87.63, 41.84)",Road Closed,Event,09:00,218,-87.63,41.84
"(-87.6, 41.69)",Road Closed,Event,09:00,218,-87.6,41.69
"(-87.63, 41.92)",Road Closed,Event,09:00,2,-87.63,41.92
"(-87.62, 41.74)",Road Closed,Event,09:00,2,-87.62,41.74
"(-87.63, 41.91)",Road Closed,Event,09:00,1,-87.63,41.91
"(-87.75, 41.96)",Road Closed,Event,10:00,381,-87.75,41.96
"(-87.75, 41.97)",Road Closed,Event,10:00,198,-87.75,41.97
"(-87.65, 41.88)",Road Closed,Event,10:00,194,-87.65,41.88
"(-87.65, 41.89)",Road Closed,Event,10:00,194,-87.65,41.89
"(-87.6, 41.69)",Road Closed,Event,10:00,192,-87.6,41.69
"(-87.63, 41.84)",Road Closed,Event,10:00,191,-87.63,41.84
"(-87.64, 41.71)",Road Closed,Event,10:00,190,-87.64,41.71
"(-87.63, 41.92)",Road Closed,Event,10:00,3,-87.63,41.92
"(-87.62, 41.87)",Road Closed,Event,10:00,2,-87.62,41.87
"(-87.62, 41.88)",Road Closed,Event,10:00,2,-87.62,41.88
"(-87.75, 41.96)",Road Closed,Event,11:00,375,-87.75,41.96
